Day;Station;Absolute_level;Percentage_volume_stored;volume_stored;County;River_basin;Province
2025-02-15T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.8;54.8;13.35;SolsonŠs;Riu Cardener;Lleida 
2025-02-15T00:00:00.000;Reservoir of Sau (Vilanova de Sau);377.95;5.4;8.84;Osona;Riu Ter;Barcelona
2025-02-15T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.02;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-15T00:00:00.000;Reservoir of Susqueda (Osor);318.94;39.9;93.04;La Selva;Riu Ter;Girona
2025-02-16T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.85;16.8;10.29;Alt Empord…;Riu Muga;Girona
2025-02-16T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.04;92.1;3.44;Alt Pened‚s;Riu Foix;Barcelona
2025-02-16T00:00:00.000;Reservoir of la Baells (Cercs);613.7;54.9;60.04;Bergued…;Riu Llobregat;Barcelona
2025-02-16T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.56;33.3;26.62;SolsonŠs;Riu Cardener;Lleida 
2025-02-16T00:00:00.000;Reservoir of Riudecanyes;205.39;23.8;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-16T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.82;54.8;13.37;SolsonŠs;Riu Cardener;Lleida 
2025-02-16T00:00:00.000;Reservoir of Sau (Vilanova de Sau);377.97;5.4;8.87;Osona;Riu Ter;Barcelona
2025-02-16T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.02;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-16T00:00:00.000;Reservoir of Susqueda (Osor);318.86;39.8;92.8;La Selva;Riu Ter;Girona
2025-02-17T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.84;16.8;10.28;Alt Empord…;Riu Muga;Girona
2025-02-17T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.03;92;3.44;Alt Pened‚s;Riu Foix;Barcelona
2025-02-17T00:00:00.000;Reservoir of la Baells (Cercs);613.68;54.8;59.99;Bergued…;Riu Llobregat;Barcelona
2025-02-17T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.56;33.3;26.61;SolsonŠs;Riu Cardener;Lleida 
2025-02-17T00:00:00.000;Reservoir of Riudecanyes;205.39;23.9;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-17T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.83;54.9;13.39;SolsonŠs;Riu Cardener;Lleida 
2025-02-17T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378;5.4;8.9;Osona;Riu Ter;Barcelona
2025-02-17T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.01;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-17T00:00:00.000;Reservoir of Susqueda (Osor);318.78;39.7;92.57;La Selva;Riu Ter;Girona
2025-02-18T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.84;16.8;10.28;Alt Empord…;Riu Muga;Girona
2025-02-18T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.03;91.9;3.44;Alt Pened‚s;Riu Foix;Barcelona
2025-02-18T00:00:00.000;Reservoir of la Baells (Cercs);613.65;54.7;59.91;Bergued…;Riu Llobregat;Barcelona
2025-02-18T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.54;33.2;26.59;SolsonŠs;Riu Cardener;Lleida 
2025-02-18T00:00:00.000;Reservoir of Riudecanyes;205.39;23.9;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-18T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.83;54.9;13.39;SolsonŠs;Riu Cardener;Lleida 
2025-02-18T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.02;5.4;8.94;Osona;Riu Ter;Barcelona
2025-02-18T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-18T00:00:00.000;Reservoir of Susqueda (Osor);318.71;39.6;92.36;La Selva;Riu Ter;Girona
2025-02-19T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.83;16.8;10.27;Alt Empord…;Riu Muga;Girona
2025-02-19T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.02;91.8;3.43;Alt Pened‚s;Riu Foix;Barcelona
2025-02-19T00:00:00.000;Reservoir of la Baells (Cercs);613.61;54.7;59.82;Bergued…;Riu Llobregat;Barcelona
2025-02-19T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.53;33.2;26.58;SolsonŠs;Riu Cardener;Lleida 
2025-02-19T00:00:00.000;Reservoir of Riudecanyes;205.4;23.9;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-19T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.83;54.9;13.39;SolsonŠs;Riu Cardener;Lleida 
2025-02-19T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.04;5.4;8.96;Osona;Riu Ter;Barcelona
2025-02-19T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-19T00:00:00.000;Reservoir of Susqueda (Osor);318.6;39.5;92.04;La Selva;Riu Ter;Girona
2025-02-20T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.83;16.8;10.27;Alt Empord…;Riu Muga;Girona
2025-02-20T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.02;91.7;3.43;Alt Pened‚s;Riu Foix;Barcelona
2025-02-20T00:00:00.000;Reservoir of la Baells (Cercs);613.58;54.6;59.74;Bergued…;Riu Llobregat;Barcelona
2025-02-20T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.52;33.2;26.57;SolsonŠs;Riu Cardener;Lleida 
2025-02-20T00:00:00.000;Reservoir of Riudecanyes;205.4;23.9;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-20T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.82;54.9;13.38;SolsonŠs;Riu Cardener;Lleida 
2025-02-20T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.05;5.4;8.99;Osona;Riu Ter;Barcelona
2025-02-20T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-20T00:00:00.000;Reservoir of Susqueda (Osor);318.57;39.5;91.95;La Selva;Riu Ter;Girona
2025-02-21T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-21T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.02;91.7;3.43;Alt Pened‚s;Riu Foix;Barcelona
2025-02-21T00:00:00.000;Reservoir of la Baells (Cercs);613.55;54.5;59.66;Bergued…;Riu Llobregat;Barcelona
2025-02-21T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.51;33.2;26.56;SolsonŠs;Riu Cardener;Lleida 
2025-02-21T00:00:00.000;Reservoir of Riudecanyes;205.4;23.9;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-21T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.82;54.9;13.38;SolsonŠs;Riu Cardener;Lleida 
2025-02-21T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.07;5.4;9.01;Osona;Riu Ter;Barcelona
2025-02-21T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.99;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-21T00:00:00.000;Reservoir of Susqueda (Osor);318.49;39.4;91.71;La Selva;Riu Ter;Girona
2025-02-22T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-22T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.03;92;3.44;Alt Pened‚s;Riu Foix;Barcelona
2025-02-22T00:00:00.000;Reservoir of la Baells (Cercs);613.52;54.5;59.59;Bergued…;Riu Llobregat;Barcelona
2025-02-22T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.52;33.2;26.57;SolsonŠs;Riu Cardener;Lleida 
2025-02-22T00:00:00.000;Reservoir of Riudecanyes;205.41;23.9;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-22T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.82;54.9;13.38;SolsonŠs;Riu Cardener;Lleida 
2025-02-22T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.14;5.5;9.11;Osona;Riu Ter;Barcelona
2025-02-22T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.99;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-22T00:00:00.000;Reservoir of Susqueda (Osor);318.4;39.2;91.44;La Selva;Riu Ter;Girona
2025-02-23T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-23T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.11;93.3;3.49;Alt Pened‚s;Riu Foix;Barcelona
2025-02-23T00:00:00.000;Reservoir of la Baells (Cercs);613.49;54.4;59.52;Bergued…;Riu Llobregat;Barcelona
2025-02-23T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.56;33.3;26.61;SolsonŠs;Riu Cardener;Lleida 
2025-02-23T00:00:00.000;Reservoir of Riudecanyes;205.42;23.9;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-23T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.89;55.1;13.44;SolsonŠs;Riu Cardener;Lleida 
2025-02-23T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.31;5.7;9.35;Osona;Riu Ter;Barcelona
2025-02-23T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.98;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-23T00:00:00.000;Reservoir of Susqueda (Osor);318.33;39.2;91.25;La Selva;Riu Ter;Girona
2025-02-24T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-24T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.12;93.4;3.49;Alt Pened‚s;Riu Foix;Barcelona
2025-02-24T00:00:00.000;Reservoir of la Baells (Cercs);613.45;54.3;59.43;Bergued…;Riu Llobregat;Barcelona
2025-02-24T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.58;33.3;26.64;SolsonŠs;Riu Cardener;Lleida 
2025-02-24T00:00:00.000;Reservoir of Riudecanyes;205.42;24;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-24T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.92;55.3;13.48;SolsonŠs;Riu Cardener;Lleida 
2025-02-24T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.46;5.8;9.56;Osona;Riu Ter;Barcelona
2025-02-24T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.98;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-24T00:00:00.000;Reservoir of Susqueda (Osor);318.26;39.1;91.03;La Selva;Riu Ter;Girona
2025-02-25T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-25T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.1;93.1;3.48;Alt Pened‚s;Riu Foix;Barcelona
2025-02-25T00:00:00.000;Reservoir of la Baells (Cercs);613.42;54.3;59.37;Bergued…;Riu Llobregat;Barcelona
2025-02-25T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.59;33.3;26.65;SolsonŠs;Riu Cardener;Lleida 
2025-02-25T00:00:00.000;Reservoir of Riudecanyes;205.42;24;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-25T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.94;55.4;13.5;SolsonŠs;Riu Cardener;Lleida 
2025-02-25T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.6;5.9;9.77;Osona;Riu Ter;Barcelona
2025-02-25T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.97;9.4;1.15;Priorat;Riu Siurana;Tarragona
2025-02-25T00:00:00.000;Reservoir of Susqueda (Osor);318.17;39;90.78;La Selva;Riu Ter;Girona
2025-02-26T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-26T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.09;93;3.48;Alt Pened‚s;Riu Foix;Barcelona
2025-02-26T00:00:00.000;Reservoir of la Baells (Cercs);613.39;54.2;59.28;Bergued…;Riu Llobregat;Barcelona
2025-02-26T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.6;33.3;26.67;SolsonŠs;Riu Cardener;Lleida 
2025-02-26T00:00:00.000;Reservoir of Riudecanyes;205.42;24;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-26T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.96;55.4;13.51;SolsonŠs;Riu Cardener;Lleida 
2025-02-26T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.8;6.1;10.05;Osona;Riu Ter;Barcelona
2025-02-26T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.96;9.4;1.14;Priorat;Riu Siurana;Tarragona
2025-02-26T00:00:00.000;Reservoir of Susqueda (Osor);318.09;38.9;90.53;La Selva;Riu Ter;Girona
2025-02-27T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-27T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.09;92.9;3.47;Alt Pened‚s;Riu Foix;Barcelona
2025-02-27T00:00:00.000;Reservoir of la Baells (Cercs);613.36;54.1;59.2;Bergued…;Riu Llobregat;Barcelona
2025-02-27T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.61;33.3;26.67;SolsonŠs;Riu Cardener;Lleida 
2025-02-27T00:00:00.000;Reservoir of Riudecanyes;205.42;24;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-27T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.97;55.5;13.52;SolsonŠs;Riu Cardener;Lleida 
2025-02-27T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.97;6.2;10.29;Osona;Riu Ter;Barcelona
2025-02-27T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.95;9.4;1.14;Priorat;Riu Siurana;Tarragona
2025-02-27T00:00:00.000;Reservoir of Susqueda (Osor);318.01;38.8;90.3;La Selva;Riu Ter;Girona
2025-02-28T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-02-28T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.09;92.9;3.47;Alt Pened‚s;Riu Foix;Barcelona
2025-02-28T00:00:00.000;Reservoir of la Baells (Cercs);613.32;54;59.12;Bergued…;Riu Llobregat;Barcelona
2025-02-28T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.61;33.3;26.67;SolsonŠs;Riu Cardener;Lleida 
2025-02-28T00:00:00.000;Reservoir of Riudecanyes;205.42;24;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-28T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.97;55.5;13.52;SolsonŠs;Riu Cardener;Lleida 
2025-02-28T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.09;6.3;10.48;Osona;Riu Ter;Barcelona
2025-02-28T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.95;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-02-28T00:00:00.000;Reservoir of Susqueda (Osor);317.92;38.6;90.04;La Selva;Riu Ter;Girona
2025-03-01T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-03-01T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.08;92.8;3.47;Alt Pened‚s;Riu Foix;Barcelona
2025-03-01T00:00:00.000;Reservoir of la Baells (Cercs);613.29;54;59.04;Bergued…;Riu Llobregat;Barcelona
2025-03-01T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.64;33.4;26.71;SolsonŠs;Riu Cardener;Lleida 
2025-03-01T00:00:00.000;Reservoir of Riudecanyes;205.43;24;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-01T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.98;55.5;13.53;SolsonŠs;Riu Cardener;Lleida 
2025-03-01T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.24;6.5;10.7;Osona;Riu Ter;Barcelona
2025-03-01T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.94;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-01T00:00:00.000;Reservoir of Susqueda (Osor);317.85;38.6;89.83;La Selva;Riu Ter;Girona
2025-03-02T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.79;16.7;10.23;Alt Empord…;Riu Muga;Girona
2025-03-02T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.08;92.7;3.47;Alt Pened‚s;Riu Foix;Barcelona
2025-03-02T00:00:00.000;Reservoir of la Baells (Cercs);613.27;53.9;58.99;Bergued…;Riu Llobregat;Barcelona
2025-03-02T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.76;33.6;26.86;SolsonŠs;Riu Cardener;Lleida 
2025-03-02T00:00:00.000;Reservoir of Riudecanyes;205.43;24;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-02T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.03;55.7;13.59;SolsonŠs;Riu Cardener;Lleida 
2025-03-02T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.4;6.6;10.93;Osona;Riu Ter;Barcelona
2025-03-02T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.93;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-02T00:00:00.000;Reservoir of Susqueda (Osor);317.76;38.5;89.6;La Selva;Riu Ter;Girona
2025-03-03T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.79;16.7;10.23;Alt Empord…;Riu Muga;Girona
2025-03-03T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.07;92.5;3.46;Alt Pened‚s;Riu Foix;Barcelona
2025-03-03T00:00:00.000;Reservoir of la Baells (Cercs);613.26;53.9;58.97;Bergued…;Riu Llobregat;Barcelona
2025-03-03T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.88;33.8;27;SolsonŠs;Riu Cardener;Lleida 
2025-03-03T00:00:00.000;Reservoir of Riudecanyes;205.44;24;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-03T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.1;56;13.65;SolsonŠs;Riu Cardener;Lleida 
2025-03-03T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.53;6.7;11.13;Osona;Riu Ter;Barcelona
2025-03-03T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.93;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-03T00:00:00.000;Reservoir of Susqueda (Osor);317.69;38.4;89.39;La Selva;Riu Ter;Girona
2025-03-04T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.79;16.7;10.23;Alt Empord…;Riu Muga;Girona
2025-03-04T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.04;92.2;3.45;Alt Pened‚s;Riu Foix;Barcelona
2025-03-04T00:00:00.000;Reservoir of la Baells (Cercs);613.26;53.9;58.97;Bergued…;Riu Llobregat;Barcelona
2025-03-04T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.97;33.9;27.12;SolsonŠs;Riu Cardener;Lleida 
2025-03-04T00:00:00.000;Reservoir of Riudecanyes;205.44;24;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-04T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.15;56.2;13.7;SolsonŠs;Riu Cardener;Lleida 
2025-03-04T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.78;7;11.5;Osona;Riu Ter;Barcelona
2025-03-04T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.92;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-04T00:00:00.000;Reservoir of Susqueda (Osor);317.69;38.4;89.37;La Selva;Riu Ter;Girona
2025-03-05T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.79;16.7;10.23;Alt Empord…;Riu Muga;Girona
2025-03-05T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.02;91.7;3.43;Alt Pened‚s;Riu Foix;Barcelona
2025-03-05T00:00:00.000;Reservoir of la Baells (Cercs);613.27;53.9;58.99;Bergued…;Riu Llobregat;Barcelona
2025-03-05T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.04;34;27.21;SolsonŠs;Riu Cardener;Lleida 
2025-03-05T00:00:00.000;Reservoir of Riudecanyes;205.44;24;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-05T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.18;56.3;13.73;SolsonŠs;Riu Cardener;Lleida 
2025-03-05T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.02;7.2;11.87;Osona;Riu Ter;Barcelona
2025-03-05T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.91;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-05T00:00:00.000;Reservoir of Susqueda (Osor);317.67;38.3;89.32;La Selva;Riu Ter;Girona
2025-03-06T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.79;16.7;10.22;Alt Empord…;Riu Muga;Girona
2025-03-06T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.01;91.6;3.43;Alt Pened‚s;Riu Foix;Barcelona
2025-03-06T00:00:00.000;Reservoir of la Baells (Cercs);613.28;53.9;59.03;Bergued…;Riu Llobregat;Barcelona
2025-03-06T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.1;34.1;27.28;SolsonŠs;Riu Cardener;Lleida 
2025-03-06T00:00:00.000;Reservoir of Riudecanyes;205.45;24;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-06T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.2;56.4;13.75;SolsonŠs;Riu Cardener;Lleida 
2025-03-06T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.28;7.4;12.27;Osona;Riu Ter;Barcelona
2025-03-06T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.91;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-06T00:00:00.000;Reservoir of Susqueda (Osor);317.61;38.3;89.16;La Selva;Riu Ter;Girona
2025-03-07T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.8;16.8;10.24;Alt Empord…;Riu Muga;Girona
2025-03-07T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.03;92;3.44;Alt Pened‚s;Riu Foix;Barcelona
2025-03-07T00:00:00.000;Reservoir of la Baells (Cercs);613.3;54;59.08;Bergued…;Riu Llobregat;Barcelona
2025-03-07T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.16;34.2;27.35;SolsonŠs;Riu Cardener;Lleida 
2025-03-07T00:00:00.000;Reservoir of Riudecanyes;205.46;24.1;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-07T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.22;56.5;13.77;SolsonŠs;Riu Cardener;Lleida 
2025-03-07T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.52;7.6;12.63;Osona;Riu Ter;Barcelona
2025-03-07T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.91;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-07T00:00:00.000;Reservoir of Susqueda (Osor);317.59;38.2;89.09;La Selva;Riu Ter;Girona
2025-03-08T00:00:00.000;Reservoir of Darnius Boadella (Darnius);136.63;18.3;11.16;Alt Empord…;Riu Muga;Girona
2025-03-08T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.09;92.9;3.47;Alt Pened‚s;Riu Foix;Barcelona
2025-03-08T00:00:00.000;Reservoir of la Baells (Cercs);613.74;55;60.15;Bergued…;Riu Llobregat;Barcelona
2025-03-08T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.26;34.3;27.48;SolsonŠs;Riu Cardener;Lleida 
2025-03-08T00:00:00.000;Reservoir of Riudecanyes;205.47;24.1;1.28;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-08T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.25;56.6;13.8;SolsonŠs;Riu Cardener;Lleida 
2025-03-08T00:00:00.000;Reservoir of Sau (Vilanova de Sau);381.33;8.4;13.94;Osona;Riu Ter;Barcelona
2025-03-08T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);459.93;9.3;1.14;Priorat;Riu Siurana;Tarragona
2025-03-08T00:00:00.000;Reservoir of Susqueda (Osor);318.03;38.8;90.37;La Selva;Riu Ter;Girona
2025-03-09T00:00:00.000;Reservoir of Darnius Boadella (Darnius);140.26;25.9;15.8;Alt Empord…;Riu Muga;Girona
2025-03-09T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.29;96.3;3.6;Alt Pened‚s;Riu Foix;Barcelona
2025-03-09T00:00:00.000;Reservoir of la Baells (Cercs);616.35;61;66.8;Bergued…;Riu Llobregat;Barcelona
2025-03-09T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);781.21;35.9;28.69;SolsonŠs;Riu Cardener;Lleida 
2025-03-09T00:00:00.000;Reservoir of Riudecanyes;205.62;24.6;1.31;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-09T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.4;57.2;13.95;SolsonŠs;Riu Cardener;Lleida 
2025-03-09T00:00:00.000;Reservoir of Sau (Vilanova de Sau);386.62;14.3;23.6;Osona;Riu Ter;Barcelona
2025-03-09T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.19;9.7;1.18;Priorat;Riu Siurana;Tarragona
2025-03-09T00:00:00.000;Reservoir of Susqueda (Osor);319.69;40.9;95.3;La Selva;Riu Ter;Girona
2025-03-10T00:00:00.000;Reservoir of Darnius Boadella (Darnius);142.3;30.8;18.81;Alt Empord…;Riu Muga;Girona
2025-03-10T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.42;98.7;3.69;Alt Pened‚s;Riu Foix;Barcelona
2025-03-10T00:00:00.000;Reservoir of la Baells (Cercs);618.7;66.8;73.1;Bergued…;Riu Llobregat;Barcelona
2025-03-10T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);782.42;37.9;30.29;SolsonŠs;Riu Cardener;Lleida 
2025-03-10T00:00:00.000;Reservoir of Riudecanyes;205.93;25.6;1.36;Baix Camp;Riera Riudecanyes;Tarragona
2025-03-10T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);521.64;58.2;14.19;SolsonŠs;Riu Cardener;Lleida 
