phenomenonTime;result;Datastream/unitOfMeasurement/name;Datastream/unitOfMeasurement/symbol;Datastream/unitOfMeasurement/definition;Datastream/ObservedProperty/name;Datastream/ObservedProperty/definition;Datastream/ObservedProperty/description;FeatureOfInterest/description;FeatureOfInterest/feature/type;FeatureOfInterest/feature/coordinates_0;FeatureOfInterest/feature/coordinates_1
2024-04-04T11:58:30Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:30Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;20.1;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;47.18;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;46367;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;56.5;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:20Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;20.04;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;47.29;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;47805;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;55.96;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:10Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;19.92;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;47.69;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;47272;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;48.32;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:58:00Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;20.02;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;48.69;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;46328;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;48.7;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:50Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;20.03;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;47.88;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;42134;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;98.53;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;49.59;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:39Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;20.09;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;47.33;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;41338;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;98.51;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;52.34;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:29Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;19.89;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;47.34;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;42949;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;98.51;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;45.27;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:19Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;20.06;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;47.51;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;42014;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;48.44;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:57:09Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;20.44;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;47.13;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;39137;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;46.68;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:59Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;20.37;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;47.48;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;38529;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;98.51;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;51.03;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:49Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;20.37;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;47.78;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;38314;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;44.25;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:39Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;20.55;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;46.51;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;40630;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;42.87;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:29Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;20.44;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;46.26;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;41842;Lumens per square meter;LUX;https://qudt.org/vocab/unit/LUX;light;https://qudt.org/vocab/quantitykind/LuminousExposure;Ambient Light;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;98.52;kiloPascals;kPa;https://qudt.org/vocab/unit/KiloPA;pres;https://vocabs.lter-europe.net/EnvThes/22060;Barometric Pressure;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;44.21;A-weighted decibel;dBA;https://www.eea.europa.eu/help/glossary/eea-glossary/a-weighted-decibel;noise;https://qudt.org/vocab/quantitykind/SoundExposureLevel;Noise Level;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM1;https://www.iqair.com/us/newsroom/pm1;articulate matter with an average aerodynamic diameter of up to 1 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;0;Microgram per cubic meter;ug/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM25;https://www.eea.europa.eu/help/glossary/eea-glossary/pm2.5;articulate matter with an average aerodynamic diameter of up to 2.5 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:19Z;0;Microgram per cubic meter;µg/m³;https://qudt.org/vocab/unit/MicroGM-PER-M3;PM10;https://www.eea.europa.eu/help/glossary/eea-glossary/pm10;Particulate matter with an average aerodynamic diameter of up to 10 micrometers;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:09Z;20.34;Celsius;C;https://qudt.org/vocab/unit/DEG_C;temp;http://vocabs.lter-europe.net/EnvThes/22035;Air Temperature;Universidad de agronomía de Viena;Point;16.36775;48.246978
2024-04-04T11:56:09Z;46.69;Percentage;%;https://qudt.org/vocab/unit/PERCENT;RH;http://vocabs.lter-europe.net/EnvThes/21579;Relative Humidity;Universidad de agronomía de Viena;Point;16.36775;48.246978
