dia;estaci;nivell_absolut;percentatge_volum_embassat;volum_embassat
2024-03-22T00:00:00.000;Embassament de la Baells (Cercs);592.07;20.6;22.58
2024-03-21T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.73;59;2.21
2024-03-21T00:00:00.000;Embassament de la Baells (Cercs);591.97;20.5;22.47
2024-03-21T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.46;11.6;7.08
2024-03-20T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.74;59.1;2.21
2024-03-20T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.47;11.6;7.09
2024-03-20T00:00:00.000;Embassament de la Baells (Cercs);591.86;20.4;22.34
2024-03-19T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.75;59.2;2.22
2024-03-19T00:00:00.000;Embassament de la Baells (Cercs);591.73;20.3;22.2
2024-03-19T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.49;11.6;7.11
2024-03-18T00:00:00.000;Embassament de la Baells (Cercs);591.6;20.2;22.05
2024-03-18T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.51;11.7;7.12
2024-03-18T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.77;59.6;2.23
2024-03-17T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.8;59.9;2.24
2024-03-17T00:00:00.000;Embassament de la Baells (Cercs);591.51;20.1;21.96
2024-03-17T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.51;11.7;7.12
2024-03-16T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.8;60;2.24
